,Game,Price,Offers,Tags,Day
21977,Tropico 5 - Joint Venture,2.2,2.0,"Symulacje, RPG, Strategiczne",2019/05/04
21978,Tropico 5 - Supervillain,2.2,2.0,"Symulacje, RPG, Strategiczne",2019/05/04
21979,A Game of Dwarves,5.99,1.0,"Strategiczne, Rekreacyjne",2019/05/04
21980,Antisquad,3.95,1.0,"Akcja, Strategiczne, Przygodowe",2019/05/04
21981,The Campaign Series: Fall Weiss,4.99,1.0,"Niezalezne, Strategiczne",2019/05/04
21982,Blood of the Werewolf,4.99,1.0,"Niezalezne, Akcja",2019/05/04
21983,Ancient Space,24.99,1.0,Strategiczne,2019/05/04
21984,Operation Flashpoint: Red River,1.0,4.0,"Akcja, Strategiczne",2019/05/04
21985,Alpha Prime,2.0,1.0,Akcja,2019/05/04
21986,Carrier Command: Gaea Mission,15.0,1.0,"Akcja, Strategiczne",2019/05/04
21987,Super GTR Racing,0.5,1.0,"Niezalezne, Symulacje, Wyscigi, Sportowe, Rekreacyjne",2019/05/04
21988,SUPERFIGHT,1.0,1.0,"Niezalezne, Strategiczne, Rekreacyjne",2019/05/04
21989,BATTLE PIXELS,3.0,1.0,"Niezalezne, Akcja, Strategiczne, Rekreacyjne",2019/05/04
21990,Shadows of War,0.9,1.0,"Niezalezne, Strategiczne",2019/05/04
21991,Golf 2D,0.5,3.0,"Niezalezne, Rekreacyjne",2019/05/04
21992,Party Hard,3.8,4.0,"Niezalezne, Akcja, Strategiczne",2019/05/04
21993,Tropico 3: Gold Edition,8.5,2.0,"Symulacje, Strategiczne",2019/05/04
21994,MechaNika,4.99,1.0,"Niezalezne, Przygodowe",2019/05/04
21995,Dark Gates,4.99,1.0,"Niezalezne, RPG",2019/05/04
21996,The First Spark,4.99,1.0,"Niezalezne, Rekreacyjne",2019/05/04
21997,Evo Explores,3.99,1.0,"Niezalezne, Rekreacyjne",2019/05/04
21998,The Dark Legions,3.5,1.0,"Niezalezne, Strategiczne",2019/05/04
21999,Totem,0.5,1.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/04
22000,AGON - The Lost Sword of Toledo,0.5,6.0,Przygodowe,2019/05/04
22001,PLUTONIUM,2.0,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/04
22002,Hostile Waters: Antaeus Rising,0.5,22.0,Strategiczne,2019/05/04
22003,War of Criminals,2.5,1.0,"Akcja, Przygodowe",2019/05/04
22004,Nevermind,5.0,1.0,"Niezalezne, Przygodowe",2019/05/04
22005,One Ship Two Ship Redshift Blueshift,4.8,1.0,"Niezalezne, Akcja, Sportowe, Rekreacyjne",2019/05/04
22006,Eldritch Hunter,4.8,1.0,"Niezalezne, Akcja",2019/05/04
22007,"Warhammer 40,000: Dawn of War II Ultramarines Pack",0.5,2.0,Strategiczne,2019/05/04
22008,"Warhammer 40,000: Kill Team",10.9,1.0,Akcja,2019/05/04
22009,Blackbay Asylum,0.79,4.0,"Niezalezne, Przygodowe",2019/05/04
22010,Sengoku,14.99,2.0,"Symulacje, RPG, Strategiczne",2019/05/04
22011,Dark Messiah of Might & Magic,19.0,1.0,"Akcja, RPG",2019/05/04
22012,Might & Magic X - Legacy: The Falcon & The Unicorn,4.4,1.0,RPG,2019/05/04
22013,Degrees,0.5,4.0,Wyscigi,2019/05/04
22014,DarkLast,0.6,2.0,"Niezalezne, Akcja, Przygodowe",2019/05/04
22015,I'm Lost,1.35,1.0,"Niezalezne, Przygodowe",2019/05/04
22016,Gardener the Ripper,0.5,3.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/04
22017,Hentai University,1.3,2.0,"Niezalezne, RPG, Rekreacyjne",2019/05/04
22018,MoonDigger,0.8,1.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/04
22019,Hentai Devil Puzzle,1.89,1.0,"Niezalezne, Strategiczne, Rekreacyjne",2019/05/04
22020,Fast Rolling,0.7,1.0,"Niezalezne, Rekreacyjne",2019/05/04
22021,Falling words,0.5,2.0,"Niezalezne, Symulacje",2019/05/04
22022,Happy Vampire Girl,0.9,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/04
22023,Hentai Legends,1.3,1.0,"Niezalezne, RPG, Przygodowe",2019/05/04
22024,Chaos and the White Robot,0.5,5.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/04
22025,Retro Sphere,1.0,1.0,"Niezalezne, Symulacje, Akcja, Przygodowe, Wyscigi, Rekreacyjne",2019/05/04
22026,Time Of Silence,0.6,2.0,"Niezalezne, Przygodowe",2019/05/04
22027,Call to 10,4.99,1.0,"Niezalezne, Akcja",2019/05/04
22028,ALONE?,4.99,1.0,"Niezalezne, Symulacje, Akcja, Przygodowe",2019/05/04
22029,Father's Island,4.99,1.0,"Niezalezne, Przygodowe",2019/05/04
22030,NASCAR Heat 2 - October Jumbo Expansion,0.99,3.0,Wyscigi,2019/05/04
22031,The Nightmare Cooperative,1.39,1.0,"Niezalezne, Strategiczne",2019/05/04
22032,Sleight,0.9,1.0,"Niezalezne, Akcja",2019/05/04
22033,Q.U.I.R.K.,0.9,1.0,"Niezalezne, Wczesny dostep, Akcja, Sportowe, Rekreacyjne, MMO",2019/05/04
22034,Candy Kingdom VR,1.5,1.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/04
22035,Perfect Angle VR - Zen edition,3.5,1.0,"Niezalezne, Symulacje, Strategiczne, Rekreacyjne",2019/05/04
22036,Cubway,1.94,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/04
22037,The face of hope: Underground,1.95,1.0,"Niezalezne, Akcja, Strategiczne, Przygodowe",2019/05/04
22038,Army Gals,9.99,1.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/04
22039,Galaxy Girls,9.99,1.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/04
22040,Shapes of Gray,1.25,1.0,"Niezalezne, Akcja",2019/05/04
22041,Grid Masters,0.95,2.0,"Niezalezne, Wczesny dostep, Akcja",2019/05/04
22042,Baseball Mogul Diamond,0.69,2.0,"Symulacje, Strategiczne, Sportowe, Rekreacyjne",2019/05/04
22043,Jelly Wants More,2.99,2.0,Niezalezne,2019/05/04
22044,Blaster Shooter GunGuy!,0.9,3.0,"Niezalezne, Akcja, Przygodowe",2019/05/04
22045,Hunter of antiques,2.89,1.0,"Niezalezne, Przygodowe",2019/05/04
22046,Fairy Fencer F Advent Dark Force | フェアリーフェンサー エフ ADVENT DARK FORCE | 妖精劍士 F ADVENT DARK FORCE,16.99,5.0,"RPG, Przygodowe",2019/05/04
22047,True Fear: Forsaken Souls,3.69,5.0,"Przygodowe, Rekreacyjne",2019/05/04
22048,Reptilian Rebellion,2.5,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/04
22049,Inquisitor Deluxe Edition,4.0,1.0,"Niezalezne, RPG",2019/05/04
22050,Tupã,4.99,1.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/04
22051,Three Fourths Home: Extended Edition,4.8,1.0,"Niezalezne, Przygodowe",2019/05/04
22052,Driftmoon,4.8,1.0,"Niezalezne, RPG, Przygodowe",2019/05/04
22053,Snowcat Simulator,4.8,1.0,Symulacje,2019/05/04
22054,StuntMANIA Reloaded,1.8,1.0,"Przygodowe, Wyscigi, Rekreacyjne",2019/05/04
22055,Super Puzzle Platformer Deluxe,4.8,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/04
22056,Lost Civilization,0.5,8.0,"Przygodowe, Rekreacyjne",2019/05/04
22057,9 Clues 2: The Ward,0.5,10.0,"Przygodowe, Rekreacyjne",2019/05/04
22058,Lifeblood,4.0,2.0,"Wczesny dostep, Akcja, Przygodowe",2019/05/04
22059,Age of Gladiators II,1.39,1.0,"Niezalezne, Symulacje, RPG, Strategiczne, Sportowe",2019/05/04
22060,STE : Save The Earth,0.5,1.0,"Niezalezne, Symulacje, Strategiczne, Przygodowe, Rekreacyjne",2019/05/04
22061,R-COIL,0.5,6.0,"Niezalezne, Akcja",2019/05/04
22062,Tribal Pass,0.9,2.0,"Niezalezne, Akcja, Przygodowe",2019/05/04
22063,Dark Days,0.5,2.0,"Niezalezne, Akcja",2019/05/04
22064,eXceed 3rd - Jade Penetrate Black Package,4.8,1.0,Akcja,2019/05/04
22065,Freedom Force,3.6,2.0,"RPG, Strategiczne",2019/05/04
22066,Darksiders Warmastered Edition,8.0,2.0,"Akcja, RPG, Przygodowe",2019/05/04
22067,Cranium Conundrum,0.5,4.0,"Niezalezne, Wczesny dostep, Przygodowe, Rekreacyjne",2019/05/04
22068,Syberia II,4.0,1.0,Przygodowe,2019/05/04
22069,Garshasp: The Monster Slayer,4.8,1.0,"Niezalezne, Akcja",2019/05/04
22070,Qvabllock,0.5,5.0,"Niezalezne, Rekreacyjne",2019/05/04
22071,Bedlam,1.4,5.0,"Niezalezne, Akcja",2019/05/04
22072,A Valley Without Wind 1 and 2 Dual Pack,3.85,1.0,"Niezalezne, Akcja, Strategiczne, Przygodowe",2019/05/04
22073,Shan Gui,3.5,1.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/04
22074,Drunken Fight Simulator,4.8,1.0,"Niezalezne, Wczesny dostep, Akcja",2019/05/04
22075,Shining Force,0.75,1.0,RPG,2019/05/04
22076,X-Morph: Defense,20.0,1.0,"Niezalezne, Akcja, Strategiczne",2019/05/04
22077,3D ParticleGen Visual FX,3.99,1.0,,2019/05/04
22078,Gone Home Soundtrack,5.0,1.0,,2019/05/04
22079,Stronghold Legends: Steam Edition,14.0,2.0,"Symulacje, Strategiczne",2019/05/04
22080,Call to Arms - Deluxe Edition upgrade,8.0,1.0,"Niezalezne, Symulacje, Akcja, Strategiczne, Darmowe",2019/05/04
22081,Deep Sky Derelicts,40.0,1.0,"Niezalezne, RPG, Strategiczne",2019/05/04
22082,BioShock Remastered,14.0,2.0,"Akcja, RPG",2019/05/04
22083,Commandos: Beyond the Call of Duty,1.75,3.0,Akcja,2019/05/04
22084,Warhammer: End Times - Vermintide: Dwarf Helmet,1.0,2.0,"Niezalezne, Akcja",2019/05/04
22085,7 Wonders: Ancient Alien Makeover,0.5,5.0,"Strategiczne, Rekreacyjne",2019/05/04
22086,Oh...Sir!! The Insult Simulator,4.0,1.0,"Niezalezne, Symulacje",2019/05/04
22087,Oh...Sir! The Hollywood Roast,5.0,1.0,"Niezalezne, Symulacje, Przygodowe",2019/05/04
22088,Slipstream 5000,0.5,5.0,"Akcja, Wyscigi, Sportowe",2019/05/04
22089,Ionball 2: Ionstorm,0.5,3.0,"Akcja, Rekreacyjne",2019/05/04
22090,Symphony,2.5,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/04
22091,Worlds of Magic,3.99,3.0,"RPG, Strategiczne",2019/05/04
22092,Dragon Sinker,2.95,1.0,"Niezalezne, RPG, Przygodowe, Rekreacyjne",2019/05/04
22093,Metanet Hunter CD,4.8,1.0,"Niezalezne, Akcja",2019/05/04
22094,Arclight Cascade,4.8,1.0,"Niezalezne, Akcja",2019/05/04
22095,Gnumz: Masters of Defense,4.8,1.0,"Strategiczne, Rekreacyjne",2019/05/04
22096,World War 2: Time of Wrath,4.8,1.0,"Niezalezne, Strategiczne",2019/05/04
22097,STORM: Frontline Nation,4.8,1.0,Strategiczne,2019/05/04
22098,Edge,0.5,1.0,"Niezalezne, Symulacje, Przygodowe, Rekreacyjne",2019/05/04
22099,Spareware,4.99,1.0,"Niezalezne, Akcja",2019/05/04
22100,Call of Duty: Black Ops II,35.0,1.0,Akcja,2019/05/04
22101,Blocks That Matter,4.99,1.0,"Niezalezne, Rekreacyjne",2019/05/04
22102,Toxic Townsmen,0.5,3.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/04
22103,Lone Survivor: The Director's Cut,7.0,1.0,"Niezalezne, Symulacje, Akcja, RPG, Przygodowe",2019/05/04
22104,Tracks - The Train Set Game,10.0,1.0,"Niezalezne, Symulacje, Wczesny dostep, Wyscigi",2019/05/04
22105,Tropico 5 - Generalissimo,8.0,1.0,"Symulacje, RPG, Strategiczne",2019/05/04
22106,Tropico 5 - The Supercomputer,8.0,1.0,"Symulacje, RPG, Strategiczne",2019/05/04
22107,Tropico 5 - Mad World,8.0,1.0,"Symulacje, RPG, Strategiczne",2019/05/04
22108,Marco Polo,0.5,5.0,"Symulacje, Akcja, Strategiczne, Przygodowe",2019/05/04
22109,Survival: Postapocalypse Now,4.49,1.0,"Niezalezne, Symulacje, Wczesny dostep, Akcja, Przygodowe, MMO",2019/05/04
22110,Nexuiz,1.0,2.0,Akcja,2019/05/04
22111,T.E.C. 3001,4.8,1.0,"Niezalezne, Akcja, Wyscigi",2019/05/04
22112,The Grave Digger,4.8,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/04
22113,Gunslugs 2,4.8,1.0,"Niezalezne, Akcja",2019/05/04
22114,1000 Amps,4.8,1.0,"Niezalezne, Przygodowe",2019/05/04
22115,Sweezy Gunner,4.8,1.0,"Niezalezne, Akcja",2019/05/04
22116,Project Aftermath,4.8,1.0,"Niezalezne, Akcja, Strategiczne",2019/05/04
22117,Streets of Rage,0.65,2.0,Akcja,2019/05/04
22118,Zooloretto,4.8,1.0,Rekreacyjne,2019/05/04
22119,RollerForce,2.5,1.0,"Niezalezne, Akcja, Wyscigi, Rekreacyjne",2019/05/04
22120,EggTime 2,1.0,1.0,"Symulacje, Akcja, Sportowe, Rekreacyjne",2019/05/04
22121,ELASH,1.5,1.0,"Niezalezne, Wczesny dostep, Akcja, Strategiczne, Przygodowe",2019/05/04
22122,Captain 13 Beyond the Hero,1.5,1.0,"Akcja, Rekreacyjne",2019/05/04
22123,Attack of the Bugs,1.5,1.0,Akcja,2019/05/04
22124,Middle-earth: Shadow of War - The Desolation of Mordor Story Expansion,30.0,1.0,"Akcja, Przygodowe",2019/05/04
22125,Nighttime Terror VR: Dessert Defender,1.5,1.0,"Niezalezne, Rekreacyjne",2019/05/04
22126,99 Spirits,4.8,1.0,"Niezalezne, RPG, Przygodowe",2019/05/04
22127,Organic Panic,4.8,1.0,"Niezalezne, Wczesny dostep, Akcja, Rekreacyjne",2019/05/04
22128,Monday Night Combat,0.99,2.0,"Niezalezne, Akcja, Strategiczne, Sportowe",2019/05/04
22129,Enemy Front + Alien Rage Pack,6.2,1.0,Akcja,2019/05/04
22130,The Christmas Gifts,0.7,1.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/04
22131,BoomTown! Deluxe,0.5,3.0,"Niezalezne, Symulacje, Strategiczne, Rekreacyjne",2019/05/04
22132,Deadly 30,0.8,2.0,"Niezalezne, Akcja",2019/05/04
22133,Dance Magic,0.8,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/04
22134,LEGO Marvel's Avengers Deluxe Edition,25.0,1.0,"Akcja, Przygodowe",2019/05/04
22135,Yesterday,5.0,4.0,Przygodowe,2019/05/04
22136,Teddy Floppy Ear Bundle,3.5,1.0,"Niezalezne, Symulacje, Przygodowe, Wyscigi, Sportowe, Rekreacyjne",2019/05/04
22137,Ellipsis,0.99,3.0,"Niezalezne, Akcja",2019/05/04
22138,A Virus Named TOM,0.99,3.0,"Niezalezne, Akcja, Strategiczne",2019/05/04
22139,MOMO.EXE,3.99,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/04
22140,Earth Space Colonies,2.9,1.0,"Niezalezne, Symulacje, Strategiczne",2019/05/04
22141,Smugglers 5,0.99,1.0,"Niezalezne, Symulacje, RPG, Strategiczne",2019/05/04
22142,Railroad Tycoon 3,20.0,1.0,Strategiczne,2019/05/04
22143,Mars: War Logs,15.0,1.0,"Akcja, RPG",2019/05/04
22144,Nash Racing,0.5,5.0,"Niezalezne, Wyscigi",2019/05/04
22145,Magical Eyes - Red is for Anguish,10.0,1.0,"Niezalezne, Przygodowe",2019/05/04
22146,STARWHAL: Just the Tip,0.5,10.0,"Niezalezne, Akcja, Sportowe, Rekreacyjne",2019/05/04
22147,VR Shooter Guns,1.2,1.0,"Niezalezne, Akcja",2019/05/04
22148,Potatoman Seeks the Troof,0.5,9.0,Niezalezne,2019/05/04
22149,Blackwell Unbound,5.0,1.0,"Niezalezne, Przygodowe",2019/05/04
22150,Fall of the New Age Premium Edition,0.5,13.0,"Przygodowe, Rekreacyjne",2019/05/04
22151,Immersion,0.5,5.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/04
22152,Woodlands,0.5,2.0,"Niezalezne, Akcja, Przygodowe",2019/05/04
22153,VR Party Club,1.5,2.0,"Niezalezne, Symulacje, Wczesny dostep, Akcja, Strategiczne, Rekreacyjne",2019/05/04
22154,Butterfly Moment,0.98,1.0,Rekreacyjne,2019/05/04
22155,Inexplicable Geeks: Dawn of Just Us,3.99,1.0,"Niezalezne, Przygodowe",2019/05/04
22156,Morphine,0.5,8.0,"Niezalezne, Przygodowe",2019/05/04
22157,Prisoner,0.98,1.0,"Niezalezne, Przygodowe",2019/05/04
22158,Memoria Soundtrack,0.5,7.0,"Niezalezne, Przygodowe",2019/05/04
22159,Behind The Door,0.5,3.0,"Niezalezne, Przygodowe",2019/05/04
22160,Gardens Inc. 2: The Road to Fame,0.5,5.0,"Symulacje, Strategiczne, Rekreacyjne",2019/05/04
22161,Luxor: Quest for the Afterlife,1.5,4.0,Rekreacyjne,2019/05/04
22162,Hexoscope,0.5,6.0,"Niezalezne, Rekreacyjne",2019/05/04
22163,Primal Fears,4.8,1.0,"Niezalezne, Akcja",2019/05/04
22164,Diehard Dungeon,4.8,1.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/04
22165,Ziro,4.8,1.0,"Niezalezne, Rekreacyjne",2019/05/04
22166,Hack Run ZERO,4.8,1.0,"Niezalezne, Symulacje, Strategiczne, Przygodowe",2019/05/04
22167,Draw The Way,4.8,1.0,"Niezalezne, Akcja",2019/05/04
22168,Windosill,4.8,1.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/04
22169,Soulblight,1.0,8.0,"Niezalezne, Akcja, RPG",2019/05/04
22170,Last Dream,1.0,4.0,"Niezalezne, RPG",2019/05/04
22171,Rising Islands,8.9,1.0,"Niezalezne, Przygodowe",2019/05/04
22172,Wizards' Clash,8.9,1.0,"Niezalezne, Strategiczne, Rekreacyjne",2019/05/04
22173,Wizardry 6: Bane of the Cosmic Forge,6.5,1.0,"RPG, Przygodowe",2019/05/04
22174,Call of Duty: Modern Warfare 3 Collection 1,34.99,1.0,,2019/05/04
22175,Super Comboman Don't Mash Edition,4.6,1.0,"Niezalezne, Akcja",2019/05/04
22176,Moonstone Tavern,4.6,1.0,"Niezalezne, Symulacje, RPG",2019/05/04
22177,Monkeys & Dragons,1.99,2.0,"Niezalezne, RPG, Przygodowe, Rekreacyjne",2019/05/04
22178,The Rake: Red Forest,3.99,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/04
22179,Storm Of Spears RPG,1.99,1.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/04
22180,Spellweaver Chronicles - The Holy Child,4.0,2.0,"Niezalezne, Strategiczne, Darmowe, MMO",2019/05/04
22181,Super Bomb Rush!,2.99,2.0,"Niezalezne, Akcja, Strategiczne, Przygodowe, Rekreacyjne",2019/05/04
22182,Deer Man,1.2,1.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/04
22183,Doodle Devil,4.49,3.0,"Niezalezne, Symulacje, Rekreacyjne",2019/05/04
22184,Vaccine War,4.6,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/04
22185,Might & Magic: Clash of Heroes - I Am the Boss DLC,2.0,1.0,RPG,2019/05/04
22186,Might & Magic: Clash of Heroes,9.9,1.0,"RPG, Strategiczne",2019/05/04
22187,Knockout Checkers Chamber,7.9,1.0,"Strategiczne, Rekreacyjne",2019/05/04
22188,Infinity Saga,1.1,1.0,"Niezalezne, Akcja, RPG, Strategiczne, Przygodowe, Rekreacyjne",2019/05/04
22189,Eternal Maze,0.9,1.0,"Niezalezne, RPG, Strategiczne, Przygodowe, Rekreacyjne",2019/05/04
22190,Luna and the Moonling,10.0,1.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/04
22191,A Salem Witch Trial - Murder Mystery,1.24,3.0,"Niezalezne, Symulacje, Przygodowe",2019/05/04
22192,Unleash,5.0,1.0,"Niezalezne, Akcja, Strategiczne",2019/05/04
22193,Gunman Tales,10.0,1.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/04
22194,BrainyJoy,3.0,1.0,"Niezalezne, Strategiczne, Rekreacyjne",2019/05/04
22195,Music Band Manager,10.0,1.0,"Niezalezne, Symulacje, Strategiczne",2019/05/04
22196,Legendary Gary,10.0,1.0,"Niezalezne, Strategiczne, Przygodowe, Rekreacyjne",2019/05/04
22197,Tacopocalypse,5.0,1.0,"Niezalezne, Akcja, Wyscigi",2019/05/04
22198,SoM Soul Of Mask,0.5,5.0,Niezalezne,2019/05/04
22199,Steampunk Tower 2,15.0,1.0,"Niezalezne, Akcja, Strategiczne",2019/05/04
22200,Displaced,3.0,2.0,"Niezalezne, Strategiczne, Przygodowe",2019/05/04
22201,DEATHPIT 3000,3.0,1.0,"Niezalezne, Akcja",2019/05/04
22202,Geneshift,10.0,2.0,"Niezalezne, Wczesny dostep, Akcja, RPG",2019/05/04
22203,Silent Footsteps,3.0,1.0,Przygodowe,2019/05/04
22204,Western 1849 Reloaded,19.99,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/04
22205,Dreamfall: The Longest Journey,29.99,1.0,"RPG, Przygodowe",2019/05/04
22206,Panzer Corps: Grand Campaign '39,5.0,1.0,Strategiczne,2019/05/04
22207,iGrow Game,0.6,1.0,RPG,2019/05/04
22208,Steamburg,2.5,3.0,"Niezalezne, Przygodowe",2019/05/04
22209,Realms of the Haunting,0.5,23.0,Akcja,2019/05/04
22210,System Shock Pack,10.0,2.0,"Akcja, RPG, Przygodowe",2019/05/04
22211,Will To Live Online,20.0,1.0,"Niezalezne, Wczesny dostep, Akcja, RPG, MMO",2019/05/04
22212,Age of Survival,4.99,1.0,"Niezalezne, Symulacje, Wczesny dostep, Akcja, Przygodowe",2019/05/04
22213,Fireburst,4.99,1.0,"Akcja, Przygodowe, Wyscigi",2019/05/04
22214,[the Sequence],4.99,1.0,Niezalezne,2019/05/04
22215,Gorky 17 - Complete Edition,5.99,1.0,"RPG, Strategiczne",2019/05/04
22216,Famousity Card Game,2.5,1.0,"Niezalezne, Rekreacyjne",2019/05/04
22217,Désiré,6.0,1.0,"Niezalezne, Przygodowe",2019/05/04
22218,Taco Tom 2,1.0,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/04
22219,Duality,1.0,1.0,"Niezalezne, Strategiczne",2019/05/04
22220,Goinund,0.9,1.0,"Niezalezne, Akcja",2019/05/04
22221,Grim Town: Battle Tales,0.69,2.0,"Akcja, Rekreacyjne",2019/05/04
22222,ICED,1.3,1.0,"Niezalezne, Symulacje, Akcja, Przygodowe",2019/05/04
22223,Crimson Earth 2,1.8,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/04
22224,Hentai Shooter 3D: Uncensored (Deluxe Edition),5.99,1.0,Akcja,2019/05/04
22225,Kebab it Up!,2.99,1.0,"Niezalezne, Akcja, Strategiczne, Przygodowe, Rekreacyjne",2019/05/04
22226,Outer Space,0.5,1.0,"Niezalezne, Symulacje, Wyscigi, Rekreacyjne",2019/05/04
22227,The Safeguard Garrison: Space Colonies,0.5,2.0,"Niezalezne, Rekreacyjne",2019/05/04
22228,stratO,4.99,1.0,"Niezalezne, Symulacje, Akcja",2019/05/04
22229,Reversion - The Escape (1st Chapter),0.99,1.0,"Niezalezne, Przygodowe",2019/05/04
22230,13 Cycles,0.5,2.0,Niezalezne,2019/05/04
22231,Nanuleu,3.0,1.0,"Niezalezne, Strategiczne",2019/05/04
22232,When They Arrived,0.9,1.0,"Niezalezne, Symulacje, Akcja, Przygodowe",2019/05/04
22233,Machine Made: Rebirth,0.74,1.0,"Niezalezne, RPG",2019/05/04
22234,BlastZone 2,1.5,1.0,"Niezalezne, Akcja",2019/05/04
22235,War of the Roses: Kingmaker,0.5,6.0,Akcja,2019/05/04
22236,Omerta - City of Gangsters - GOLD EDITION,9.9,1.0,"Symulacje, Strategiczne",2019/05/04
22237,WoW Hentai!,1.99,1.0,"Niezalezne, Rekreacyjne",2019/05/04
22238,Botanicula Collector's Edition,35.0,1.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/04
22239,The Caretaker - Dungeon Nightshift,1.25,2.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/04
22240,The Ember Saga: A New Fire,1.0,2.0,"Niezalezne, Wczesny dostep, Akcja, RPG, Przygodowe",2019/05/04
22241,SharpShooter3D,0.89,2.0,"Niezalezne, Akcja, Przygodowe",2019/05/04
22242,Confrontation,5.0,2.0,"Akcja, RPG, Strategiczne",2019/05/04
22243,Dungeons & Vampires,3.99,1.0,"Niezalezne, RPG, Przygodowe, Rekreacyjne",2019/05/04
22244,Trafic Road Rush,2.99,1.0,"Symulacje, Wyscigi, Sportowe",2019/05/04
22245,Kyurinaga's Revenge,7.99,1.0,Przygodowe,2019/05/04
22246,Venture Kid,12.99,1.0,"Niezalezne, Akcja",2019/05/04
22247,Dreamals,3.99,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/04
22248,A City Sleeps,9.99,1.0,"Niezalezne, Akcja",2019/05/04
22249,The Guild Gold Edition,8.99,1.0,"Symulacje, Strategiczne",2019/05/04
22250,Rugby World Cup 2015,9.99,1.0,Sportowe,2019/05/04
22251,Zombie Driver HD Soundtrack,1.1,1.0,"Niezalezne, Akcja, Wyscigi",2019/05/04
22252,Crankies Workshop: Whirlbot Assembly,0.5,2.0,"Niezalezne, Symulacje, Akcja, Strategiczne, Rekreacyjne",2019/05/04
22253,Trivia Vault: Golf Trivia,0.9,1.0,"Akcja, Strategiczne, Rekreacyjne",2019/05/04
22254,Skipper - Puzzle Across The Sea,0.5,1.0,"Niezalezne, Rekreacyjne",2019/05/04
22255,NALOGI,1.9,2.0,"Niezalezne, RPG, Strategiczne, Przygodowe, Rekreacyjne",2019/05/04
22256,Wild Wolf,7.99,1.0,"Niezalezne, Symulacje, Wczesny dostep, Akcja, Przygodowe, Rekreacyjne",2019/05/04
22257,The Cat! Porfirio's Adventure,4.99,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/04
22258,Became The Hunted,7.99,1.0,"Niezalezne, Symulacje, Wczesny dostep, RPG, Przygodowe, Rekreacyjne",2019/05/04
22259,Savage Resurrection,8.99,1.0,"Akcja, RPG, Strategiczne",2019/05/04
22260,Cobi Treasure Deluxe,0.5,11.0,Rekreacyjne,2019/05/04
22261,Ampu-Tea,0.5,4.0,"Niezalezne, Symulacje, RPG, Przygodowe, Rekreacyjne",2019/05/04
22262,Eurofighter Typhoon,0.5,16.0,Akcja,2019/05/04
22263,Nice Slice,0.99,1.0,Niezalezne,2019/05/04
22264,Deep Sorrow,0.99,2.0,"Niezalezne, Przygodowe",2019/05/04
22265,Fly in the House,0.9,1.0,"Niezalezne, Symulacje, Akcja",2019/05/04
22266,Vampires!,0.8,4.0,"Niezalezne, Rekreacyjne",2019/05/04
22267,TSA Frisky,1.5,2.0,"Niezalezne, Symulacje",2019/05/04
22268,Master Shot VR,1.5,2.0,"Symulacje, Wczesny dostep, Akcja, Rekreacyjne",2019/05/04
22269,Fallen Enchantress,10.0,1.0,"RPG, Strategiczne",2019/05/04
22270,Spakoyno: Back to the USSR 2.0,0.5,3.0,"Przygodowe, Rekreacyjne",2019/05/04
22271,$1 Ride,0.5,3.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/04
22272,AI: Rampage,0.5,8.0,"Niezalezne, Akcja, Strategiczne",2019/05/04
